,aspl,diameter,hosts,number of nodes,switches
21,2.60833333333,4,"[1223, 1636, 1879, 1713, 1465, 1214, 1536, 1570, 1579, 1104, 1233, 1139, 1669, 1515, 1072, 1341]",16,"[199, 612, 855, 689, 441, 190, 512, 546, 555, 80, 209, 115, 645, 491, 48, 317]"
22,0.0,0,[2013],1,[989]
23,1.0,1,"[1125, 1708]",2,"[101, 684]"
24,1.5,2,"[1211, 1537, 1750, 1529]",4,"[187, 513, 726, 505]"
25,2.12727272727,3,"[1406, 1915, 1638, 1963, 1459, 1816, 1307, 1119, 1760, 1256, 1196]",11,"[382, 891, 614, 939, 435, 792, 283, 95, 736, 232, 172]"
26,1.0,1,"[1125, 1708]",2,"[101, 684]"
27,0.0,0,[1125],1,[101]
28,1.0,1,"[1223, 1636]",2,"[199, 612]"
29,0.0,0,[1125],1,[101]
30,3.08266129032,5,"[1250, 1275, 1376, 1259, 1198, 1138, 1461, 1373, 1877, 1071, 2000, 1874, 1277, 1374, 1440, 1984, 1292, 1517, 1998, 1659, 1985, 1894, 1427, 2031, 1395, 1846, 1503, 1089, 1371, 1734, 1291, 1813]",32,"[226, 251, 352, 235, 174, 114, 437, 349, 853, 47, 976, 850, 253, 350, 416, 960, 268, 493, 974, 635, 961, 870, 403, 1007, 371, 822, 479, 65, 347, 710, 267, 789]"
31,2.96572580645,4,"[1366, 1220, 1415, 1513, 1266, 1337, 1156, 1924, 1217, 1776, 1909, 1271, 2040, 2011, 1150, 1696, 1377, 1926, 1646, 1938, 1819, 1699, 1764, 1965, 1170, 1342, 1313, 1357, 1679, 1841, 1203, 1689]",32,"[342, 196, 391, 489, 242, 313, 132, 900, 193, 752, 885, 247, 1016, 987, 126, 672, 353, 902, 622, 914, 795, 675, 740, 941, 146, 318, 289, 333, 655, 817, 179, 665]"
32,3.08266129032,5,"[1250, 1275, 1376, 1259, 1198, 1138, 1461, 1373, 1877, 1071, 2000, 1874, 1277, 1374, 1440, 1984, 1292, 1517, 1998, 1659, 1985, 1894, 1427, 2031, 1395, 1846, 1503, 1089, 1371, 1734, 1291, 1813]",32,"[226, 251, 352, 235, 174, 114, 437, 349, 853, 47, 976, 850, 253, 350, 416, 960, 268, 493, 974, 635, 961, 870, 403, 1007, 371, 822, 479, 65, 347, 710, 267, 789]"
33,3.6433531746,5,"[1366, 1220, 1415, 1513, 1266, 1337, 1156, 1924, 1217, 1776, 1909, 1271, 2040, 2011, 1150, 1696, 1377, 1926, 1646, 1938, 1819, 1699, 1764, 1965, 1170, 1342, 1313, 1357, 1679, 1841, 1203, 1689, 1187, 1701, 1073, 1394, 1475, 1880, 1574, 1447, 1354, 1831, 1493, 2008, 1306, 1088, 1060, 1923, 1212, 1469, 1664, 1219, 1096, 1867, 1618, 1843, 1873, 1845, 1624, 1365, 1797, 1264, 1749, 1721]",64,"[342, 196, 391, 489, 242, 313, 132, 900, 193, 752, 885, 247, 1016, 987, 126, 672, 353, 902, 622, 914, 795, 675, 740, 941, 146, 318, 289, 333, 655, 817, 179, 665, 163, 677, 49, 370, 451, 856, 550, 423, 330, 807, 469, 984, 282, 64, 36, 899, 188, 445, 640, 195, 72, 843, 594, 819, 849, 821, 600, 341, 773, 240, 725, 697]"
34,3.64880952381,7,"[1250, 1275, 1376, 1259, 1198, 1138, 1461, 1373, 1877, 1071, 2000, 1874, 1277, 1374, 1440, 1984, 1292, 1517, 1998, 1659, 1985, 1894, 1427, 2031, 1395, 1846, 1503, 1089, 1371, 1734, 1291, 1813, 1857, 1351, 1384, 1710, 1391, 1701, 1618, 1817, 1501, 1893, 1283, 1355, 1135, 1558, 1756, 1950, 1282, 1735, 1485, 1134, 1617, 1748, 1693, 1569, 1516, 1552, 1938, 1790, 1493, 1111, 1912, 1224]",64,"[226, 251, 352, 235, 174, 114, 437, 349, 853, 47, 976, 850, 253, 350, 416, 960, 268, 493, 974, 635, 961, 870, 403, 1007, 371, 822, 479, 65, 347, 710, 267, 789, 833, 327, 360, 686, 367, 677, 594, 793, 477, 869, 259, 331, 111, 534, 732, 926, 258, 711, 461, 110, 593, 724, 669, 545, 492, 528, 914, 766, 469, 87, 888, 200]"
35,3.65327380952,5,"[1366, 1220, 1415, 1513, 1266, 1337, 1156, 1924, 1217, 1776, 1909, 1271, 2040, 2011, 1150, 1696, 1377, 1926, 1646, 1819, 1699, 1764, 1965, 1170, 1342, 1313, 1357, 1679, 1841, 1203, 1689, 1187, 1073, 1394, 1475, 1880, 1574, 1447, 1354, 1831, 2008, 1306, 1088, 1060, 1923, 1212, 1469, 1664, 1219, 1096, 1867, 1618, 1843, 1873, 1845, 1624, 1365, 1797, 1291, 1264, 1749, 1721, 1979, 1790]",64,"[342, 196, 391, 489, 242, 313, 132, 900, 193, 752, 885, 247, 1016, 987, 126, 672, 353, 902, 622, 795, 675, 740, 941, 146, 318, 289, 333, 655, 817, 179, 665, 163, 49, 370, 451, 856, 550, 423, 330, 807, 984, 282, 64, 36, 899, 188, 445, 640, 195, 72, 843, 594, 819, 849, 821, 600, 341, 773, 267, 240, 725, 697, 955, 766]"
36,0.0,0,[1024],1,[0]
37,0.0,0,[1250],1,[226]
38,1.0,1,"[1275, 1376]",2,"[251, 352]"
39,0.0,0,[],0,[]
40,1.0,1,"[1025, 1442]",2,"[1, 418]"
41,0.0,0,[1250],1,[226]
42,1.0,1,"[1101, 2036]",2,"[77, 1012]"
43,1.0,1,"[1024, 1064]",2,"[0, 40]"
44,1.0,1,"[1024, 1064]",2,"[0, 40]"
45,1.0,1,"[1024, 1064]",2,"[0, 40]"
46,0.0,0,[1024],1,[0]
47,1.5,2,"[1064, 1223, 1101, 1262]",4,"[40, 199, 77, 238]"
48,0.0,0,[1064],1,[40]
49,1.0,1,"[1366, 1220]",2,"[342, 196]"
50,1.0,1,"[1366, 1220]",2,"[342, 196]"
51,1.0,1,"[1366, 1220]",2,"[342, 196]"
52,0.0,0,[1366],1,[342]
53,1.5,2,"[1755, 1700, 1952, 1736]",4,"[731, 676, 928, 712]"
54,1.71428571429,2,"[1275, 1376, 1259, 1198, 1138, 1461, 1373, 1877]",8,"[251, 352, 235, 174, 114, 437, 349, 853]"
55,0.0,0,[1366],1,[342]
56,2.375,4,"[1366, 1220, 1415, 1513, 1266, 1337, 1156, 1924, 1217, 1776, 1909, 1271, 2040, 2011, 1150, 1696]",16,"[342, 196, 391, 489, 242, 313, 132, 900, 193, 752, 885, 247, 1016, 987, 126, 672]"
57,3.10483870968,4,"[1755, 1700, 1952, 1736, 1643, 1421, 1556, 1192, 1161, 1070, 1809, 1177, 1991, 1762, 1284, 1227, 1954, 1866, 1775, 1335, 1438, 1614, 1104, 1998, 1911, 1497, 1116, 1892, 1510, 1127, 1897, 1102]",32,"[731, 676, 928, 712, 619, 397, 532, 168, 137, 46, 785, 153, 967, 738, 260, 203, 930, 842, 751, 311, 414, 590, 80, 974, 887, 473, 92, 868, 486, 103, 873, 78]"
58,1.71428571429,2,"[1275, 1376, 1259, 1198, 1138, 1461, 1373, 1877]",8,"[251, 352, 235, 174, 114, 437, 349, 853]"
59,1.5,2,"[1275, 1376, 1259, 1198]",4,"[251, 352, 235, 174]"
60,1.0,1,"[1061, 1941]",2,"[37, 917]"
61,0.0,0,[1366],1,[342]
62,1.92857142857,3,"[1755, 1700, 1952, 1736, 1643, 1421, 1556, 1192]",8,"[731, 676, 928, 712, 619, 397, 532, 168]"
63,2.14545454545,3,"[1045, 1519, 1120, 1575, 2023, 1968, 1619, 1303, 1445, 2029, 1357]",11,"[21, 495, 96, 551, 999, 944, 595, 279, 421, 1005, 333]"
64,0.0,0,[],0,[]
65,0.0,0,[],0,[]
66,3.72196620584,5,"[1250, 1275, 1700, 1061, 1406, 1125, 1376, 1259, 1198, 1138, 1461, 1373, 1877, 1192, 1161, 1070, 1809, 1177, 1952, 1525, 1941, 2038, 1239, 1628, 1557, 1071, 2000, 1874, 2003, 1915, 1638, 1963, 1459, 1816, 1307, 1119, 1708, 1327, 1910, 1277, 1374, 1440, 1984, 1292, 1517, 1998, 1659, 1985, 1894, 1427, 2031, 1395, 1846, 1503, 1089, 1371, 1734, 1291, 1813, 1857, 1351, 1384, 1710]",63,"[226, 251, 676, 37, 382, 101, 352, 235, 174, 114, 437, 349, 853, 168, 137, 46, 785, 153, 928, 501, 917, 1014, 215, 604, 533, 47, 976, 850, 979, 891, 614, 939, 435, 792, 283, 95, 684, 303, 886, 253, 350, 416, 960, 268, 493, 974, 635, 961, 870, 403, 1007, 371, 822, 479, 65, 347, 710, 267, 789, 833, 327, 360, 686]"
67,3.63901689708,5,"[1366, 1220, 1415, 1513, 1266, 1337, 1156, 1924, 1217, 1776, 1909, 1271, 2040, 2011, 1150, 1696, 1377, 1926, 1646, 1938, 1819, 1699, 1764, 1965, 1170, 1342, 1313, 1679, 1841, 1203, 1689, 1187, 1701, 1073, 1394, 1475, 1880, 1574, 1447, 1354, 1831, 1493, 2008, 1306, 1088, 1060, 1923, 1212, 1469, 1664, 1219, 1096, 1867, 1618, 1843, 1873, 1845, 1624, 1365, 1797, 1264, 1749, 1721]",63,"[342, 196, 391, 489, 242, 313, 132, 900, 193, 752, 885, 247, 1016, 987, 126, 672, 353, 902, 622, 914, 795, 675, 740, 941, 146, 318, 289, 655, 817, 179, 665, 163, 677, 49, 370, 451, 856, 550, 423, 330, 807, 469, 984, 282, 64, 36, 899, 188, 445, 640, 195, 72, 843, 594, 819, 849, 821, 600, 341, 773, 240, 725, 697]"
68,0.0,0,[],0,[]
69,3.73462301587,6,"[1755, 1736, 1643, 1421, 1556, 1991, 1954, 1866, 1775, 1335, 1438, 1614, 1104, 1911, 1497, 1116, 1892, 1510, 1127, 1897, 1102, 1778, 1526, 1047, 1242, 1279, 1604, 1576, 1704, 1389, 1241, 1092, 1934, 1038, 1269, 1404, 1405, 1993, 1322, 1424, 1864, 2006, 1181, 1584, 1609, 1547, 1200, 1719, 1886, 1663, 1959, 1739, 1800, 1234, 1695, 1887, 1827, 1798, 1612, 1358, 1489, 1237, 1149, 1601]",64,"[731, 712, 619, 397, 532, 967, 930, 842, 751, 311, 414, 590, 80, 887, 473, 92, 868, 486, 103, 873, 78, 754, 502, 23, 218, 255, 580, 552, 680, 365, 217, 68, 910, 14, 245, 380, 381, 969, 298, 400, 840, 982, 157, 560, 585, 523, 176, 695, 862, 639, 935, 715, 776, 210, 671, 863, 803, 774, 588, 334, 465, 213, 125, 577]"
70,2.64166666667,4,"[1755, 1736, 1643, 1421, 1556, 1991, 1954, 1866, 1775, 1335, 1438, 1614, 1104, 1911, 1497, 1116]",16,"[731, 712, 619, 397, 532, 967, 930, 842, 751, 311, 414, 590, 80, 887, 473, 92]"
71,0.0,0,[1755],1,[731]
72,2.45833333333,4,"[1045, 1519, 1120, 1575, 2023, 1968, 1619, 1303, 1445, 2029, 1357, 1210, 1435, 1856, 1763, 1260]",16,"[21, 495, 96, 551, 999, 944, 595, 279, 421, 1005, 333, 186, 411, 832, 739, 236]"
73,3.36693548387,5,"[1755, 1736, 1643, 1421, 1556, 1991, 1954, 1866, 1775, 1335, 1438, 1614, 1104, 1911, 1497, 1116, 1892, 1510, 1127, 1897, 1102, 1778, 1526, 1047, 1242, 1279, 1604, 1576, 1704, 1389, 1241, 1092]",32,"[731, 712, 619, 397, 532, 967, 930, 842, 751, 311, 414, 590, 80, 887, 473, 92, 868, 486, 103, 873, 78, 754, 502, 23, 218, 255, 580, 552, 680, 365, 217, 68]"
74,3.69890873016,6,"[1223, 1636, 1879, 1167, 1713, 1431, 1465, 1214, 1536, 1570, 1579, 1233, 1139, 1669, 1515, 1072, 1341, 1758, 1121, 1995, 1654, 1818, 1084, 1058, 1671, 1832, 1580, 1805, 1538, 1573, 1352, 1746, 1269, 1720, 1184, 1248, 1235, 1600, 1183, 1567, 1474, 1670, 2025, 1418, 1584, 1180, 1311, 1799, 1864, 1483, 1966, 1683, 1142, 1854, 1136, 1632, 1285, 1774, 1206, 1308, 1798, 1448, 1870, 1783]",64,"[199, 612, 855, 143, 689, 407, 441, 190, 512, 546, 555, 209, 115, 645, 491, 48, 317, 734, 97, 971, 630, 794, 60, 34, 647, 808, 556, 781, 514, 549, 328, 722, 245, 696, 160, 224, 211, 576, 159, 543, 450, 646, 1001, 394, 560, 156, 287, 775, 840, 459, 942, 659, 118, 830, 112, 608, 261, 750, 182, 284, 774, 424, 846, 759]"
75,4.24868686869,7,"[1024, 1045, 1755, 1519, 1120, 1575, 2023, 1968, 1619, 1303, 1736, 1643, 1421, 1556, 1991, 1445, 2029, 1357, 1210, 1435, 1856, 1763, 1260, 1869, 2030, 1108, 1449, 1391, 1712, 1140, 1399, 1039, 1154, 1315, 1476, 1446, 1305, 2043, 1348, 1767, 1770, 1359, 1499, 1822, 1668, 1066, 1527, 1466, 2012, 1385, 1824, 1059, 1485, 1902, 1653, 1401, 1850, 1762, 1284, 1954, 1866, 1775, 1335, 1438, 1614, 1104, 1911, 1497, 1116, 1892, 1510, 1127, 1897, 1102, 1778, 1526, 1047, 1242, 1279, 1207, 1860, 1413, 1999, 1604, 1576, 1704, 1389, 1241, 2018, 1380, 1544, 1258, 1180, 1630, 1807, 1185, 1893, 1199, 1661, 1087]",100,"[0, 21, 731, 495, 96, 551, 999, 944, 595, 279, 712, 619, 397, 532, 967, 421, 1005, 333, 186, 411, 832, 739, 236, 845, 1006, 84, 425, 367, 688, 116, 375, 15, 130, 291, 452, 422, 281, 1019, 324, 743, 746, 335, 475, 798, 644, 42, 503, 442, 988, 361, 800, 35, 461, 878, 629, 377, 826, 738, 260, 930, 842, 751, 311, 414, 590, 80, 887, 473, 92, 868, 486, 103, 873, 78, 754, 502, 23, 218, 255, 183, 836, 389, 975, 580, 552, 680, 365, 217, 994, 356, 520, 234, 156, 606, 783, 161, 869, 175, 637, 63]"
76,2.525,4,"[1223, 1636, 1879, 1167, 1713, 1431, 1465, 1214, 1536, 1570, 1579, 1233, 1139, 1669, 1515, 1072]",16,"[199, 612, 855, 143, 689, 407, 441, 190, 512, 546, 555, 209, 115, 645, 491, 48]"
77,3.22177419355,4,"[1101, 2036, 1057, 1665, 1226, 1273, 1280, 1546, 1369, 1244, 2044, 1255, 1642, 1754, 1949, 1473, 1541, 1990, 1928, 1972, 1913, 1851, 1290, 1615, 2037, 1304, 1882, 1613, 1122, 1828, 2001, 1196]",32,"[77, 1012, 33, 641, 202, 249, 256, 522, 345, 220, 1020, 231, 618, 730, 925, 449, 517, 966, 904, 948, 889, 827, 266, 591, 1013, 280, 858, 589, 98, 804, 977, 172]"
78,0.0,0,[],0,[]
79,3.77529761905,6,"[1262, 1345, 1997, 1393, 1171, 1652, 1918, 1090, 1123, 1555, 1426, 1075, 1124, 1702, 1160, 1547, 1218, 1094, 1666, 1400, 1858, 1501, 1765, 1448, 1269, 1336, 2010, 1496, 1460, 1038, 1080, 1921, 2019, 1595, 1437, 1694, 1249, 1669, 1222, 1516, 1981, 1378, 1717, 1433, 1498, 1654, 1422, 1586, 1270, 1146, 1563, 1309, 1162, 1970, 1455, 1424, 1650, 1077, 1131, 1103, 2014, 1849, 1310, 1444]",64,"[238, 321, 973, 369, 147, 628, 894, 66, 99, 531, 402, 51, 100, 678, 136, 523, 194, 70, 642, 376, 834, 477, 741, 424, 245, 312, 986, 472, 436, 14, 56, 897, 995, 571, 413, 670, 225, 645, 198, 492, 957, 354, 693, 409, 474, 630, 398, 562, 246, 122, 539, 285, 138, 946, 431, 400, 626, 53, 107, 79, 990, 825, 286, 420]"
80,4.24101010101,7,"[1024, 1064, 1045, 1755, 1223, 1101, 2036, 1725, 1215, 1519, 1120, 1575, 2023, 1968, 1619, 1303, 1736, 1643, 1421, 1556, 1636, 1879, 1167, 1713, 1431, 1465, 1214, 1057, 1668, 1665, 1226, 1273, 1280, 1449, 1546, 1369, 1244, 1418, 1954, 1737, 1520, 1268, 1430, 1178, 1991, 1445, 2029, 1357, 1210, 1435, 1856, 1763, 1260, 1869, 2030, 1108, 1391, 1712, 1140, 1399, 1039, 1154, 1315, 1476, 1446, 1305, 2043, 1348, 1767, 1770, 1359, 1499, 1822, 1066, 1527, 1466, 2012, 1385, 1824, 1059, 1485, 1902, 1653, 1401, 1850, 1762, 1284, 1866, 1775, 1335, 1438, 1614, 1104, 1911, 1497, 1116, 1892, 1510, 1127, 1897]",100,"[0, 40, 21, 731, 199, 77, 1012, 701, 191, 495, 96, 551, 999, 944, 595, 279, 712, 619, 397, 532, 612, 855, 143, 689, 407, 441, 190, 33, 644, 641, 202, 249, 256, 425, 522, 345, 220, 394, 930, 713, 496, 244, 406, 154, 967, 421, 1005, 333, 186, 411, 832, 739, 236, 845, 1006, 84, 367, 688, 116, 375, 15, 130, 291, 452, 422, 281, 1019, 324, 743, 746, 335, 475, 798, 42, 503, 442, 988, 361, 800, 35, 461, 878, 629, 377, 826, 738, 260, 842, 751, 311, 414, 590, 80, 887, 473, 92, 868, 486, 103, 873]"
81,2.44166666667,4,"[1262, 1345, 1997, 1393, 1171, 1652, 1918, 1090, 1123, 1555, 1426, 1075, 1124, 1702, 1160, 1547]",16,"[238, 321, 973, 369, 147, 628, 894, 66, 99, 531, 402, 51, 100, 678, 136, 523]"
82,3.20161290323,5,"[1946, 1635, 1778, 1489, 1050, 1663, 1584, 1827, 1381, 1132, 1455, 1942, 1675, 1046, 1847, 1632, 1121, 1506, 1538, 1565, 1185, 1957, 1512, 1995, 1261, 1293, 1716, 1990, 1961, 1650, 1630, 1893]",32,"[922, 611, 754, 465, 26, 639, 560, 803, 357, 108, 431, 918, 651, 22, 823, 608, 97, 482, 514, 541, 161, 933, 488, 971, 237, 269, 692, 966, 937, 626, 606, 869]"
83,3.77628968254,6,"[1262, 1345, 1997, 1393, 1171, 1652, 1918, 1090, 1123, 1555, 1426, 1075, 1124, 1702, 1160, 1547, 1279, 1218, 1094, 1666, 1400, 1858, 1501, 1763, 1765, 1448, 1269, 1336, 2010, 1359, 1496, 1460, 1038, 1080, 1921, 2019, 1778, 1595, 1437, 1694, 1249, 1669, 1222, 1516, 1981, 1378, 1357, 1717, 1433, 1498, 1654, 1485, 1422, 1586, 1270, 1146, 1563, 1309, 1162, 1970, 1455, 1424, 1650, 1077]",64,"[238, 321, 973, 369, 147, 628, 894, 66, 99, 531, 402, 51, 100, 678, 136, 523, 255, 194, 70, 642, 376, 834, 477, 739, 741, 424, 245, 312, 986, 335, 472, 436, 14, 56, 897, 995, 754, 571, 413, 670, 225, 645, 198, 492, 957, 354, 333, 693, 409, 474, 630, 461, 398, 562, 246, 122, 539, 285, 138, 946, 431, 400, 626, 53]"
84,4.24101010101,7,"[1024, 1064, 1045, 1755, 1223, 1101, 2036, 1725, 1215, 1519, 1120, 1575, 2023, 1968, 1619, 1303, 1736, 1643, 1421, 1556, 1636, 1879, 1167, 1713, 1431, 1465, 1214, 1057, 1668, 1665, 1226, 1273, 1280, 1449, 1546, 1369, 1244, 1418, 1954, 1737, 1520, 1268, 1430, 1178, 1991, 1445, 2029, 1357, 1210, 1435, 1856, 1763, 1260, 1869, 2030, 1108, 1391, 1712, 1140, 1399, 1039, 1154, 1315, 1476, 1446, 1305, 2043, 1348, 1767, 1770, 1359, 1499, 1822, 1066, 1527, 1466, 2012, 1385, 1824, 1059, 1485, 1902, 1653, 1401, 1850, 1762, 1284, 1866, 1775, 1335, 1438, 1614, 1104, 1911, 1497, 1116, 1892, 1510, 1127, 1897]",100,"[0, 40, 21, 731, 199, 77, 1012, 701, 191, 495, 96, 551, 999, 944, 595, 279, 712, 619, 397, 532, 612, 855, 143, 689, 407, 441, 190, 33, 644, 641, 202, 249, 256, 425, 522, 345, 220, 394, 930, 713, 496, 244, 406, 154, 967, 421, 1005, 333, 186, 411, 832, 739, 236, 845, 1006, 84, 367, 688, 116, 375, 15, 130, 291, 452, 422, 281, 1019, 324, 743, 746, 335, 475, 798, 42, 503, 442, 988, 361, 800, 35, 461, 878, 629, 377, 826, 738, 260, 842, 751, 311, 414, 590, 80, 887, 473, 92, 868, 486, 103, 873]"
85,2.44166666667,4,"[1262, 1345, 1997, 1393, 1171, 1652, 1918, 1090, 1123, 1555, 1426, 1075, 1124, 1702, 1160, 1547]",16,"[238, 321, 973, 369, 147, 628, 894, 66, 99, 531, 402, 51, 100, 678, 136, 523]"
86,2.56666666667,4,"[1946, 1737, 1635, 1778, 1489, 1050, 1663, 1153, 1603, 1739, 1742, 1049, 1584, 1827, 1381, 1132]",16,"[922, 713, 611, 754, 465, 26, 639, 129, 579, 715, 718, 25, 560, 803, 357, 108]"
87,2.54166666667,4,"[1024, 1064, 1045, 1755, 1223, 1101, 1262, 2036, 1725, 1215, 1519, 1120, 1575, 2023, 1968, 1619]",16,"[0, 40, 21, 731, 199, 77, 238, 1012, 701, 191, 495, 96, 551, 999, 944, 595]"
88,1.5,2,"[2039, 1033, 1615, 1993]",4,"[1015, 9, 591, 969]"
89,1.75,2,"[1944, 1991, 1381, 2032, 1683, 1657, 1147, 2035]",8,"[920, 967, 357, 1008, 659, 633, 123, 1011]"
90,0.0,0,[1024],1,[0]
91,2.16363636364,3,"[1064, 1223, 1101, 1262, 2036, 1725, 1215, 1636, 1879, 1167, 1713]",11,"[40, 199, 77, 238, 1012, 701, 191, 612, 855, 143, 689]"
92,2.14545454545,3,"[1045, 1519, 1120, 1575, 2023, 1968, 1619, 1303, 1445, 2029, 1357]",11,"[21, 495, 96, 551, 999, 944, 595, 279, 421, 1005, 333]"
93,2.32727272727,4,"[1755, 1736, 1643, 1421, 1556, 1954, 1866, 1775, 1335, 1438, 1614]",11,"[731, 712, 619, 397, 532, 930, 842, 751, 311, 414, 590]"
94,2.03571428571,3,"[1024, 1250, 2026, 1900, 1275, 1700, 1061, 2013]",8,"[0, 226, 1002, 876, 251, 676, 37, 989]"
95,1.5,2,"[1406, 1915, 1638, 1963]",4,"[382, 891, 614, 939]"
96,0.0,0,[],0,[]
97,2.33333333333,4,"[1125, 1952, 1708, 1327, 1236, 1910, 1277, 1374, 1762, 1284, 1227, 1589, 1856]",13,"[101, 928, 684, 303, 212, 886, 253, 350, 738, 260, 203, 565, 832]"
98,2.54166666667,4,"[1125, 1952, 1708, 1327, 1236, 1910, 1277, 1374, 1762, 1284, 1227, 1589, 1856, 1832, 1673, 1837]",16,"[101, 928, 684, 303, 212, 886, 253, 350, 738, 260, 203, 565, 832, 808, 649, 813]"
99,2.6081871345,4,"[1125, 1952, 1708, 1327, 1236, 1910, 1277, 1374, 1762, 1284, 1227, 1589, 1856, 1832, 1673, 1837, 1359, 1651, 1405]",19,"[101, 928, 684, 303, 212, 886, 253, 350, 738, 260, 203, 565, 832, 808, 649, 813, 335, 627, 381]"
100,1.33333333333,2,"[1125, 1952, 1708]",3,"[101, 928, 684]"
101,0.0,0,[],0,[]
102,1.75,2,"[1125, 1952, 1708, 1327, 1236, 1910, 1277, 1374]",8,"[101, 928, 684, 303, 212, 886, 253, 350]"
103,2.03571428571,3,"[1941, 1890, 1418, 1744, 1330, 1407, 1825, 1649]",8,"[917, 866, 394, 720, 306, 383, 801, 625]"
104,2.65,4,"[1211, 1952, 1537, 1071, 1750, 1529, 1789, 1870, 1762, 1284, 1227, 1589, 1410, 1859, 1039, 1884]",16,"[187, 928, 513, 47, 726, 505, 765, 846, 738, 260, 203, 565, 386, 835, 15, 860]"
105,2.76666666667,5,"[1024, 1250, 2026, 1900, 1275, 1700, 1061, 1211, 2013, 1125, 1941, 1889, 1221, 1254, 1458, 1848]",16,"[0, 226, 1002, 876, 251, 676, 37, 187, 989, 101, 917, 865, 197, 230, 434, 824]"
106,2.76666666667,5,"[1024, 1250, 2026, 1900, 1275, 1700, 1061, 1211, 2013, 1125, 1941, 1889, 1221, 1254, 1458, 1848]",16,"[0, 226, 1002, 876, 251, 676, 37, 187, 989, 101, 917, 865, 197, 230, 434, 824]"
107,0.0,0,[1785],1,[761]
108,0.0,0,[1250],1,[226]
109,0.0,0,[1024],1,[0]
