,aspl,diameter,hosts,number of nodes,switches
16,3.19487179487,4,"[1707, 1600, 1091, 1646, 1106, 1334, 1081, 1375, 1577, 1651, 1658, 1533, 1790, 1474, 1989, 1354, 1804, 1170, 1788, 1122, 1352, 1962, 1869, 1747, 1784, 1740, 1329, 1558, 2007, 1753, 1309, 1599, 1841, 1898, 1647, 1201, 1396, 1657, 1339, 1216]",40,"[683, 576, 67, 622, 82, 310, 57, 351, 553, 627, 634, 509, 766, 450, 965, 330, 780, 146, 764, 98, 328, 938, 845, 723, 760, 716, 305, 534, 983, 729, 285, 575, 817, 874, 623, 177, 372, 633, 315, 192]"
17,1.75,2,"[1707, 1600, 1091, 1646, 1106, 1334, 1081, 1375]",8,"[683, 576, 67, 622, 82, 310, 57, 351]"
18,1.92857142857,3,"[1946, 1737, 1635, 1778, 1489, 1050, 1663, 1153]",8,"[922, 713, 611, 754, 465, 26, 639, 129]"
19,3.2358974359,4,"[1289, 1266, 1920, 1764, 1426, 1870, 1309, 1313, 1357, 1679, 1841, 1203, 1689, 1984, 2046, 1073, 1973, 1054, 1408, 1985, 1710, 1840, 1622, 1353, 1162, 1970, 1455, 1424, 1650, 1077, 1472, 1579, 1560, 1176, 1850, 2043, 1184, 1697, 1451, 1555]",40,"[265, 242, 896, 740, 402, 846, 285, 289, 333, 655, 817, 179, 665, 960, 1022, 49, 949, 30, 384, 961, 686, 816, 598, 329, 138, 946, 431, 400, 626, 53, 448, 555, 536, 152, 826, 1019, 160, 673, 427, 531]"
20,3.10282258065,4,"[1944, 1991, 1381, 2032, 1683, 1657, 1147, 2035, 1604, 1576, 1704, 1389, 1241, 1473, 1992, 1706, 1581, 1103, 1058, 1432, 1566, 1536, 1670, 1994, 1132, 1976, 1212, 1577, 1326, 1907, 1659, 1729]",32,"[920, 967, 357, 1008, 659, 633, 123, 1011, 580, 552, 680, 365, 217, 449, 968, 682, 557, 79, 34, 408, 542, 512, 646, 970, 108, 952, 188, 553, 302, 883, 635, 705]"
21,1.75,2,"[1896, 1477, 1510, 1613, 1998, 1232, 2011, 1310]",8,"[872, 453, 486, 589, 974, 208, 987, 286]"
22,1.92857142857,3,"[1946, 1737, 1635, 1778, 1489, 1050, 1663, 1153]",8,"[922, 713, 611, 754, 465, 26, 639, 129]"
23,2.89195402299,4,"[1024, 1250, 1064, 2026, 1900, 1582, 1045, 1366, 1755, 1275, 1700, 1061, 1211, 2013, 1406, 1125, 1223, 1101, 1262, 2036, 1941, 1725, 1215, 1889, 1221, 1254, 1458, 1848, 1785, 1791]",30,"[0, 226, 40, 1002, 876, 558, 21, 342, 731, 251, 676, 37, 187, 989, 382, 101, 199, 77, 238, 1012, 917, 701, 191, 865, 197, 230, 434, 824, 761, 767]"
24,3.02528735632,4,"[1539, 1030, 1035, 1036, 1044, 1463, 1881, 2015, 1794, 1580, 1585, 1748, 1208, 1246, 1793, 1444, 1351, 1799, 1772, 1311, 1281, 1964, 1199, 1202, 1843, 1727, 1664, 2020, 1483, 1774]",30,"[515, 6, 11, 12, 20, 439, 857, 991, 770, 556, 561, 724, 184, 222, 769, 420, 327, 775, 748, 287, 257, 940, 175, 178, 819, 703, 640, 996, 459, 750]"
25,3.10574712644,4,"[1479, 1312, 1666, 1508, 1194, 1270, 1121, 1891, 1709, 1072, 1923, 1284, 1547, 1710, 1838, 1025, 1442, 1219, 1319, 1043, 1237, 1982, 1102, 1495, 1150, 1055, 1029, 1196, 1523, 1555]",30,"[455, 288, 642, 484, 170, 246, 97, 867, 685, 48, 899, 260, 523, 686, 814, 1, 418, 195, 295, 19, 213, 958, 78, 471, 126, 31, 5, 172, 499, 531]"
26,3.09425287356,4,"[1289, 1266, 1920, 1764, 1426, 1870, 1309, 1313, 1357, 1679, 1841, 1203, 1689, 1984, 2046, 1073, 1973, 1054, 1408, 1985, 1840, 1622, 1353, 1162, 1970, 1455, 1424, 1650, 1077, 1472]",30,"[265, 242, 896, 740, 402, 846, 285, 289, 333, 655, 817, 179, 665, 960, 1022, 49, 949, 30, 384, 961, 816, 598, 329, 138, 946, 431, 400, 626, 53, 448]"
27,2.88421052632,5,"[1519, 1327, 1971, 1445, 2029, 1210, 1435, 1765, 1296, 1078, 1231, 1980, 1571, 1512, 1773, 1524, 1052, 2018, 1380, 1734]",20,"[495, 303, 947, 421, 1005, 186, 411, 741, 272, 54, 207, 956, 547, 488, 749, 500, 28, 994, 356, 710]"
28,2.69473684211,4,"[1120, 1856, 1763, 1260, 1869, 2030, 1108, 1314, 1865, 1675, 1746, 2008, 1385, 1355, 1114, 1514, 1166, 1560, 1818, 1179]",20,"[96, 832, 739, 236, 845, 1006, 84, 290, 841, 651, 722, 984, 361, 331, 90, 490, 142, 536, 794, 155]"
29,2.85263157895,5,"[1575, 1449, 1993, 1391, 1712, 1140, 1399, 1039, 1378, 1956, 1130, 2031, 1878, 1866, 1358, 1104, 1977, 1452, 1292, 1810]",20,"[551, 425, 969, 367, 688, 116, 375, 15, 354, 932, 106, 1007, 854, 842, 334, 80, 953, 428, 268, 786]"
30,3.15789473684,6,"[2023, 1643, 1537, 1884, 1951, 1154, 1315, 1476, 1446, 1305, 1614, 1911, 1497, 1410, 1859, 1163, 1714, 1831, 1996, 1301]",20,"[999, 619, 513, 860, 927, 130, 291, 452, 422, 281, 590, 887, 473, 386, 835, 139, 690, 807, 972, 277]"
31,2.79473684211,4,"[1968, 1499, 2043, 1348, 1767, 1770, 1359, 1822, 2017, 1925, 1422, 1533, 1693, 1572, 1608, 1682, 1598, 1486, 1928, 1134]",20,"[944, 475, 1019, 324, 743, 746, 335, 798, 993, 901, 398, 509, 669, 548, 584, 658, 574, 462, 904, 110]"
32,2.96842105263,5,"[1619, 1161, 1668, 1393, 1066, 1527, 1466, 2012, 1895, 1263, 1207, 1860, 1851, 1279, 1610, 1912, 1218, 1094, 1400, 1858]",20,"[595, 137, 644, 369, 42, 503, 442, 988, 871, 239, 183, 836, 827, 255, 586, 888, 194, 70, 376, 834]"
33,2.75263157895,4,"[1303, 1824, 1059, 1485, 1902, 1653, 1401, 1850, 1099, 1076, 1433, 1786, 1919, 1088, 1478, 1724, 1738, 1420, 1329, 1300]",20,"[279, 800, 35, 461, 878, 629, 377, 826, 75, 52, 409, 762, 895, 64, 454, 700, 714, 396, 305, 276]"
34,2.98421052632,6,"[1220, 1776, 1955, 1687, 1217, 1909, 1271, 2040, 1873, 1845, 1624, 1365, 1591, 1392, 2007, 1842, 1026, 1349, 1172, 1096]",20,"[196, 752, 931, 663, 193, 885, 247, 1016, 849, 821, 600, 341, 567, 368, 983, 818, 2, 325, 148, 72]"
35,2.95263157895,4,"[1513, 1342, 1699, 1965, 1170, 1456, 1972, 1625, 1960, 1481, 1460, 1498, 1882, 1835, 1584, 1398, 1504, 1795, 1051, 1341]",20,"[489, 318, 675, 941, 146, 432, 948, 601, 936, 457, 436, 474, 858, 811, 560, 374, 480, 771, 27, 317]"
36,2.90526315789,4,"[1337, 1394, 1701, 1187, 1475, 1880, 1864, 1325, 1626, 1190, 1225, 1645, 1691, 2037, 1559, 1128, 1356, 1908, 1530, 1191]",20,"[313, 370, 677, 163, 451, 856, 840, 301, 602, 166, 201, 621, 667, 1013, 535, 104, 332, 884, 506, 167]"
37,2.78421052632,4,"[1156, 1574, 1447, 1354, 1493, 1306, 1157, 1607, 1640, 1265, 1720, 1274, 1224, 1962, 1747, 1428, 1829, 1834, 1304, 1596]",20,"[132, 550, 423, 330, 469, 282, 133, 583, 616, 241, 696, 250, 200, 938, 723, 404, 805, 810, 280, 572]"
38,3.05263157895,5,"[1924, 1133, 1469, 1186, 1028, 1256, 1462, 1642, 1482, 1933, 1249, 1987, 1655, 1723, 1644, 1743, 1906, 1754, 1828, 1606]",20,"[900, 109, 445, 162, 4, 232, 438, 618, 458, 909, 225, 963, 631, 699, 620, 719, 882, 730, 804, 582]"
39,2.79473684211,4,"[1968, 1499, 2043, 1348, 1767, 1770, 1359, 1822, 2017, 1925, 1422, 1533, 1693, 1572, 1608, 1682, 1598, 1486, 1928, 1134]",20,"[944, 475, 1019, 324, 743, 746, 335, 798, 993, 901, 398, 509, 669, 548, 584, 658, 574, 462, 904, 110]"
40,2.75263157895,4,"[1303, 1824, 1059, 1485, 1902, 1653, 1401, 1850, 1099, 1076, 1433, 1786, 1919, 1088, 1478, 1724, 1738, 1420, 1329, 1300]",20,"[279, 800, 35, 461, 878, 629, 377, 826, 75, 52, 409, 762, 895, 64, 454, 700, 714, 396, 305, 276]"
41,2.98421052632,6,"[1220, 1776, 1955, 1687, 1217, 1909, 1271, 2040, 1873, 1845, 1624, 1365, 1591, 1392, 2007, 1842, 1026, 1349, 1172, 1096]",20,"[196, 752, 931, 663, 193, 885, 247, 1016, 849, 821, 600, 341, 567, 368, 983, 818, 2, 325, 148, 72]"
42,2.95263157895,4,"[1513, 1342, 1699, 1965, 1170, 1456, 1972, 1625, 1960, 1481, 1460, 1498, 1882, 1835, 1584, 1398, 1504, 1795, 1051, 1341]",20,"[489, 318, 675, 941, 146, 432, 948, 601, 936, 457, 436, 474, 858, 811, 560, 374, 480, 771, 27, 317]"
43,2.90526315789,4,"[1337, 1394, 1701, 1187, 1475, 1880, 1864, 1325, 1626, 1190, 1225, 1645, 1691, 2037, 1559, 1128, 1356, 1908, 1530, 1191]",20,"[313, 370, 677, 163, 451, 856, 840, 301, 602, 166, 201, 621, 667, 1013, 535, 104, 332, 884, 506, 167]"
44,2.78421052632,4,"[1156, 1574, 1447, 1354, 1493, 1306, 1157, 1607, 1640, 1265, 1720, 1274, 1224, 1962, 1747, 1428, 1829, 1834, 1304, 1596]",20,"[132, 550, 423, 330, 469, 282, 133, 583, 616, 241, 696, 250, 200, 938, 723, 404, 805, 810, 280, 572]"
45,2.79473684211,4,"[1968, 1499, 2043, 1348, 1767, 1770, 1359, 1822, 2017, 1925, 1422, 1533, 1693, 1572, 1608, 1682, 1598, 1486, 1928, 1134]",20,"[944, 475, 1019, 324, 743, 746, 335, 798, 993, 901, 398, 509, 669, 548, 584, 658, 574, 462, 904, 110]"
46,2.75263157895,4,"[1303, 1824, 1059, 1485, 1902, 1653, 1401, 1850, 1099, 1076, 1433, 1786, 1919, 1088, 1478, 1724, 1738, 1420, 1329, 1300]",20,"[279, 800, 35, 461, 878, 629, 377, 826, 75, 52, 409, 762, 895, 64, 454, 700, 714, 396, 305, 276]"
47,2.98421052632,6,"[1220, 1776, 1955, 1687, 1217, 1909, 1271, 2040, 1873, 1845, 1624, 1365, 1591, 1392, 2007, 1842, 1026, 1349, 1172, 1096]",20,"[196, 752, 931, 663, 193, 885, 247, 1016, 849, 821, 600, 341, 567, 368, 983, 818, 2, 325, 148, 72]"
48,2.95263157895,4,"[1513, 1342, 1699, 1965, 1170, 1456, 1972, 1625, 1960, 1481, 1460, 1498, 1882, 1835, 1584, 1398, 1504, 1795, 1051, 1341]",20,"[489, 318, 675, 941, 146, 432, 948, 601, 936, 457, 436, 474, 858, 811, 560, 374, 480, 771, 27, 317]"
49,2.79473684211,4,"[1968, 1499, 2043, 1348, 1767, 1770, 1359, 1822, 2017, 1925, 1422, 1533, 1693, 1572, 1608, 1682, 1598, 1486, 1928, 1134]",20,"[944, 475, 1019, 324, 743, 746, 335, 798, 993, 901, 398, 509, 669, 548, 584, 658, 574, 462, 904, 110]"
50,2.75263157895,4,"[1303, 1824, 1059, 1485, 1902, 1653, 1401, 1850, 1099, 1076, 1433, 1786, 1919, 1088, 1478, 1724, 1738, 1420, 1329, 1300]",20,"[279, 800, 35, 461, 878, 629, 377, 826, 75, 52, 409, 762, 895, 64, 454, 700, 714, 396, 305, 276]"
51,2.90526315789,4,"[1337, 1394, 1701, 1187, 1475, 1880, 1864, 1325, 1626, 1190, 1225, 1645, 1691, 2037, 1559, 1128, 1356, 1908, 1530, 1191]",20,"[313, 370, 677, 163, 451, 856, 840, 301, 602, 166, 201, 621, 667, 1013, 535, 104, 332, 884, 506, 167]"
52,3.14871794872,4,"[1024, 1250, 1064, 2026, 1900, 1582, 1045, 1366, 1755, 1275, 1700, 1061, 1211, 2013, 1406, 1125, 1223, 1101, 1262, 2036, 1941, 1725, 1215, 1889, 1221, 1254, 1458, 1848, 1785, 1791, 1539, 1479, 1896, 1289, 1944, 1519, 1120, 1575, 2023, 1968]",40,"[0, 226, 40, 1002, 876, 558, 21, 342, 731, 251, 676, 37, 187, 989, 382, 101, 199, 77, 238, 1012, 917, 701, 191, 865, 197, 230, 434, 824, 761, 767, 515, 455, 872, 265, 920, 495, 96, 551, 999, 944]"
53,3.32661290323,6,"[1619, 1161, 1668, 1393, 1666, 1477, 1381, 2030, 1066, 1527, 1466, 2012, 1385, 1895, 1263, 1207, 1860, 1851, 1279, 1610, 1912, 1218, 1094, 1400, 1858, 1501, 1923, 1284, 1547, 1710, 1838, 1241]",32,"[595, 137, 644, 369, 642, 453, 357, 1006, 42, 503, 442, 988, 361, 871, 239, 183, 836, 827, 255, 586, 888, 194, 70, 376, 834, 477, 899, 260, 523, 686, 814, 217]"
54,1.75,2,"[1024, 1250, 1064, 2026, 1900, 1582, 1045, 1366]",8,"[0, 226, 40, 1002, 876, 558, 21, 342]"
55,2.5,4,"[1755, 1700, 1785, 1952, 1736, 1643, 1421, 1556, 1192, 1161, 1387, 1809, 1177, 1252, 1991, 1687]",16,"[731, 676, 761, 928, 712, 619, 397, 532, 168, 137, 363, 785, 153, 228, 967, 663]"
56,2.65263157895,4,"[1275, 1376, 1259, 1198, 1138, 1461, 1373, 1877, 1984, 1292, 1517, 1998, 1659, 1374, 1985, 1894, 1427, 2031, 1395, 1846]",20,"[251, 352, 235, 174, 114, 437, 349, 853, 960, 268, 493, 974, 635, 350, 961, 870, 403, 1007, 371, 822]"
57,2.71052631579,4,"[1061, 1941, 1525, 2038, 1239, 1628, 1557, 1890, 1418, 1954, 1744, 1330, 1407, 1830, 1478, 1356, 1331, 1179, 1189, 1537]",20,"[37, 917, 501, 1014, 215, 604, 533, 866, 394, 930, 720, 306, 383, 806, 454, 332, 307, 155, 165, 513]"
58,3.28225806452,5,"[1211, 1289, 1266, 1750, 1529, 1789, 1920, 1764, 1426, 1870, 1309, 1313, 1357, 1679, 1841, 1203, 1689, 1346, 1677, 1392, 1493, 1111, 1912, 2025, 1228, 1455, 1049, 1371, 1471, 2019, 1431, 1932]",32,"[187, 265, 242, 726, 505, 765, 896, 740, 402, 846, 285, 289, 333, 655, 817, 179, 665, 322, 653, 368, 469, 87, 888, 1001, 204, 431, 25, 347, 447, 995, 407, 908]"
59,3.21794871795,4,"[2013, 1768, 1578, 2000, 2003, 1947, 1884, 1826, 1033, 1355, 1516, 1622, 1623, 1573, 1384, 1257, 1676, 1133, 1865, 1496, 1224, 1930, 1067, 1969, 1052, 1566, 1090, 2004, 1562, 1726, 1183, 1731, 1579, 1488, 1881, 1658, 1085, 1030, 1163, 1714]",40,"[989, 744, 554, 976, 979, 923, 860, 802, 9, 331, 492, 598, 599, 549, 360, 233, 652, 109, 841, 472, 200, 906, 43, 945, 28, 542, 66, 980, 538, 702, 159, 707, 555, 464, 857, 634, 61, 6, 139, 690]"
60,2.75263157895,4,"[1406, 1915, 1638, 1963, 1459, 1816, 1307, 1119, 1760, 1256, 1196, 1167, 1344, 1904, 1310, 1342, 1205, 1417, 1868, 1362]",20,"[382, 891, 614, 939, 435, 792, 283, 95, 736, 232, 172, 143, 320, 880, 286, 318, 181, 393, 844, 338]"
61,2.13333333333,3,"[1125, 1708, 1327, 1236, 1910, 1856, 1832, 1673, 1837, 1359]",10,"[101, 684, 303, 212, 886, 832, 808, 649, 813, 335]"
62,1.66666666667,2,"[1223, 1636, 1879, 1713, 1465, 1214]",6,"[199, 612, 855, 689, 441, 190]"
63,1.86666666667,3,"[1101, 2036, 1513, 1057, 1668, 1665]",6,"[77, 1012, 489, 33, 644, 641]"
64,1.5,2,"[1223, 1636, 1879, 1713]",4,"[199, 612, 855, 689]"
65,1.71428571429,2,"[1275, 1376, 1259, 1198, 1138, 1461, 1373, 1877]",8,"[251, 352, 235, 174, 114, 437, 349, 853]"
66,2.03571428571,3,"[1125, 1708, 1327, 1236, 1910, 1374, 1856, 1832]",8,"[101, 684, 303, 212, 886, 350, 832, 808]"
67,2.35164835165,4,"[1275, 1376, 1259, 1198, 1138, 1461, 1373, 1877, 1984, 1292, 1517, 1998, 1659, 1985]",14,"[251, 352, 235, 174, 114, 437, 349, 853, 960, 268, 493, 974, 635, 961]"
68,2.08888888889,3,"[1061, 1941, 1525, 2038, 1239, 1628, 1557, 1890, 1418, 1954]",10,"[37, 917, 501, 1014, 215, 604, 533, 866, 394, 930]"
69,2.71052631579,4,"[1061, 1941, 1525, 2038, 1239, 1628, 1557, 1890, 1418, 1954, 1744, 1330, 1407, 1830, 1478, 1356, 1331, 1179, 1189, 1537]",20,"[37, 917, 501, 1014, 215, 604, 533, 866, 394, 930, 720, 306, 383, 806, 454, 332, 307, 155, 165, 513]"
70,2.75263157895,4,"[1406, 1915, 1638, 1963, 1459, 1816, 1307, 1119, 1760, 1256, 1196, 1167, 1344, 1904, 1310, 1342, 1205, 1417, 1868, 1362]",20,"[382, 891, 614, 939, 435, 792, 283, 95, 736, 232, 172, 143, 320, 880, 286, 318, 181, 393, 844, 338]"
71,2.15555555556,3,"[1125, 1708, 1327, 1236, 1910, 1374, 1856, 1832, 1673, 1837]",10,"[101, 684, 303, 212, 886, 350, 832, 808, 649, 813]"
72,2.15555555556,3,"[1125, 1708, 1327, 1236, 1910, 1374, 1856, 1832, 1673, 1837]",10,"[101, 684, 303, 212, 886, 350, 832, 808, 649, 813]"
73,2.15555555556,3,"[1223, 1636, 1879, 1713, 1465, 1214, 1536, 1808, 1570, 1104]",10,"[199, 612, 855, 689, 441, 190, 512, 784, 546, 80]"
74,2.87894736842,5,"[1101, 2036, 1513, 1057, 1668, 1665, 1226, 1280, 1449, 1369, 1244, 1699, 1965, 1170, 2011, 2044, 1089, 1797, 1255, 1642]",20,"[77, 1012, 489, 33, 644, 641, 202, 256, 425, 345, 220, 675, 941, 146, 987, 1020, 65, 773, 231, 618]"
75,2.63684210526,4,"[1262, 1345, 1997, 1393, 1394, 1171, 1652, 1918, 1123, 1446, 1555, 1075, 1124, 1702, 1160, 1547, 1589, 1279, 1218, 1094]",20,"[238, 321, 973, 369, 370, 147, 628, 894, 99, 422, 531, 51, 100, 678, 136, 523, 565, 255, 194, 70]"
76,2.53157894737,4,"[1024, 1250, 1064, 2026, 1900, 1582, 1045, 1366, 1755, 1275, 1700, 1061, 1211, 2013, 1406, 1101, 1262, 2036, 1941, 1725]",20,"[0, 226, 40, 1002, 876, 558, 21, 342, 731, 251, 676, 37, 187, 989, 382, 77, 238, 1012, 917, 701]"
77,2.95789473684,5,"[1215, 1638, 1418, 1776, 1342, 1344, 1904, 1310, 1205, 1442, 1794, 1815, 2005, 1955, 1873, 1845, 1624, 1689, 1365, 1545]",20,"[191, 614, 394, 752, 318, 320, 880, 286, 181, 418, 770, 791, 981, 931, 849, 821, 600, 665, 341, 521]"
78,2.78947368421,5,"[1889, 1197, 1360, 1875, 1590, 1086, 1826, 1123, 1543, 1288, 1066, 1452, 1782, 1586, 1632, 1349, 1145, 1147, 1564, 2045]",20,"[865, 173, 336, 851, 566, 62, 802, 99, 519, 264, 42, 428, 758, 562, 608, 325, 121, 123, 540, 1021]"
79,2.68947368421,4,"[1221, 1953, 1443, 1328, 1589, 1852, 1474, 1796, 1127, 1378, 1486, 1299, 1503, 1318, 1577, 1359, 1620, 1622, 1751, 1569]",20,"[197, 929, 419, 304, 565, 828, 450, 772, 103, 354, 462, 275, 479, 294, 553, 335, 596, 598, 727, 545]"
80,2.67894736842,4,"[1254, 1387, 1236, 1027, 1032, 1133, 1105, 1085, 1922, 1612, 1966, 2037, 1462, 1437, 1358, 1906, 1454, 1978, 1629, 1473]",20,"[230, 363, 212, 3, 8, 109, 81, 61, 898, 588, 942, 1013, 438, 413, 334, 882, 430, 954, 605, 449]"
81,2.85789473684,4,"[1125, 1952, 1708, 1327, 1910, 1374, 1762, 1284, 1227, 1856, 1832, 1673, 1837, 1651, 1405, 1765, 1296, 1971, 1078, 1231]",20,"[101, 928, 684, 303, 886, 350, 738, 260, 203, 832, 808, 649, 813, 627, 381, 741, 272, 947, 54, 207]"
82,2.7,4,"[1223, 1636, 1879, 1167, 1713, 1431, 1465, 1214, 1536, 1808, 1570, 1579, 1104, 1139, 1669, 1515, 1072, 1341, 1758, 1121]",20,"[199, 612, 855, 143, 689, 407, 441, 190, 512, 784, 546, 555, 80, 115, 645, 491, 48, 317, 734, 97]"
83,2.92105263158,4,"[1458, 1628, 1678, 1812, 1509, 1801, 1111, 1188, 1957, 1321, 1748, 1917, 1790, 1218, 1740, 1245, 2033, 1492, 1722, 1594]",20,"[434, 604, 654, 788, 485, 777, 87, 164, 933, 297, 724, 893, 766, 194, 716, 221, 1009, 468, 698, 570]"
84,2.6,4,"[1848, 1373, 1152, 1920, 1324, 1526, 1951, 1283, 1355, 1135, 1558, 1756, 1950, 1478, 1199, 1688, 1113, 1818, 1694, 1087]",20,"[824, 349, 128, 896, 300, 502, 927, 259, 331, 111, 534, 732, 926, 454, 175, 664, 89, 794, 670, 63]"
85,2.80526315789,4,"[1785, 1819, 1252, 1991, 1687, 1576, 2034, 1271, 1754, 1118, 1137, 1703, 1931, 1548, 1073, 2015, 1604, 1704, 1389, 1241]",20,"[761, 795, 228, 967, 663, 552, 1010, 247, 730, 94, 113, 679, 907, 524, 49, 991, 580, 680, 365, 217]"
86,2.71052631579,5,"[1791, 1986, 1159, 1436, 1368, 1468, 1730, 1763, 1212, 1995, 1517, 1469, 1425, 1347, 1348, 1450, 1264, 1976, 1176, 1276]",20,"[767, 962, 135, 412, 344, 444, 706, 739, 188, 971, 493, 445, 401, 323, 324, 426, 240, 952, 152, 252]"
87,2.8,4,"[1539, 1030, 1035, 1036, 1044, 1463, 1881, 1580, 1585, 1208, 1246, 1793, 1444, 1351, 1799, 1772, 1311, 1281, 1964, 1202]",20,"[515, 6, 11, 12, 20, 439, 857, 556, 561, 184, 222, 769, 420, 327, 775, 748, 287, 257, 940, 178]"
88,0.0,0,[1479],1,[455]
89,0.0,0,[1896],1,[872]
90,2.96370967742,4,"[1024, 1250, 1064, 2026, 1900, 1582, 1045, 1366, 1755, 1275, 1700, 1061, 1211, 2013, 1406, 1101, 1262, 2036, 1941, 1725, 1215, 1707, 1100, 1289, 1944, 1519, 1120, 1575, 2023, 1968, 1619, 1303]",32,"[0, 226, 40, 1002, 876, 558, 21, 342, 731, 251, 676, 37, 187, 989, 382, 77, 238, 1012, 917, 701, 191, 683, 76, 265, 920, 495, 96, 551, 999, 944, 595, 279]"
