,aspl,diameter,hosts,number of nodes,switches
30,3.04032258065,4,"[1153, 1026, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 2001, 1121, 1707, 1230, 1135, 1236, 1947, 1532, 1313, 1253, 1742, 1111, 1694, 1471, 1443, 1445, 1350, 2031, 1072, 1304, 2015, 1763, 1959]",32,"[129, 2, 480, 131, 292, 717, 374, 573, 414, 977, 97, 683, 206, 111, 212, 923, 508, 289, 229, 718, 87, 670, 447, 419, 421, 326, 1007, 48, 280, 991, 739, 935]"
31,3.04032258065,4,"[1979, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1189, 1862, 1930, 1812, 1781, 1980, 1365, 1728, 1259, 1676, 1649, 1650, 1754, 1307, 1793, 1148, 1132, 1613, 1938, 1939, 1884, 1637, 1833, 2003]",32,"[955, 736, 806, 807, 847, 240, 721, 917, 165, 838, 906, 788, 757, 956, 341, 704, 235, 652, 625, 626, 730, 283, 769, 124, 108, 589, 914, 915, 860, 613, 809, 979]"
32,3.04032258065,4,"[1153, 1026, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 2001, 1121, 1707, 1230, 1135, 1236, 1947, 1532, 1313, 1253, 1742, 1111, 1694, 1471, 1443, 1445, 1350, 2031, 1072, 1304, 2015, 1763, 1959]",32,"[129, 2, 480, 131, 292, 717, 374, 573, 414, 977, 97, 683, 206, 111, 212, 923, 508, 289, 229, 718, 87, 670, 447, 419, 421, 326, 1007, 48, 280, 991, 739, 935]"
33,3.63244047619,5,"[1979, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1189, 1862, 1930, 1812, 1781, 1980, 1365, 1728, 1259, 1676, 1649, 1650, 1754, 1307, 1793, 1148, 1132, 1613, 1938, 1939, 1884, 1637, 1833, 2003, 1172, 1908, 1978, 1508, 1292, 1393, 1298, 1502, 1407, 1446, 1926, 1996, 1997, 1046, 1783, 1765, 1920, 1705, 1866, 1242, 1386, 1663, 1091, 1060, 1062, 1031, 1584, 1105, 1529, 1291, 1708, 1682]",64,"[955, 736, 806, 807, 847, 240, 721, 917, 165, 838, 906, 788, 757, 956, 341, 704, 235, 652, 625, 626, 730, 283, 769, 124, 108, 589, 914, 915, 860, 613, 809, 979, 148, 884, 954, 484, 268, 369, 274, 478, 383, 422, 902, 972, 973, 22, 759, 741, 896, 681, 842, 218, 362, 639, 67, 36, 38, 7, 560, 81, 505, 267, 684, 658]"
34,3.66716269841,6,"[1153, 1026, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 2001, 1121, 1707, 1230, 1135, 1236, 1947, 1532, 1313, 1253, 1742, 1111, 1694, 1471, 1443, 1445, 1350, 2031, 1072, 1304, 2015, 1763, 1959, 1170, 1650, 1720, 1721, 1585, 1364, 1525, 1527, 1176, 1857, 1576, 1577, 2018, 1394, 1619, 1815, 1737, 1066, 1200, 1625, 1404, 1053, 1055, 1670, 1190, 1302, 2039, 1723, 2021, 1506, 1475, 1708]",64,"[129, 2, 480, 131, 292, 717, 374, 573, 414, 977, 97, 683, 206, 111, 212, 923, 508, 289, 229, 718, 87, 670, 447, 419, 421, 326, 1007, 48, 280, 991, 739, 935, 146, 626, 696, 697, 561, 340, 501, 503, 152, 833, 552, 553, 994, 370, 595, 791, 713, 42, 176, 601, 380, 29, 31, 646, 166, 278, 1015, 699, 997, 482, 451, 684]"
35,3.6498015873,5,"[1979, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1189, 1862, 1930, 1812, 1781, 1980, 1365, 1728, 1259, 1676, 1649, 1754, 1307, 1793, 1148, 1132, 1613, 1938, 1939, 1884, 1637, 1833, 2003, 1172, 1908, 1978, 1508, 1292, 1393, 1298, 1502, 1407, 1446, 1926, 1996, 1997, 1046, 1783, 1765, 1920, 1705, 1866, 1242, 1386, 1663, 1091, 1060, 1062, 1031, 1584, 1105, 1529, 1291, 1708, 1682, 1786]",64,"[955, 736, 806, 807, 847, 240, 721, 917, 165, 838, 906, 788, 757, 956, 341, 704, 235, 652, 625, 730, 283, 769, 124, 108, 589, 914, 915, 860, 613, 809, 979, 148, 884, 954, 484, 268, 369, 274, 478, 383, 422, 902, 972, 973, 22, 759, 741, 896, 681, 842, 218, 362, 639, 67, 36, 38, 7, 560, 81, 505, 267, 684, 658, 762]"
36,0.0,0,[1024],1,[0]
37,0.0,0,[1153],1,[129]
38,1.0,1,"[1026, 1504]",2,"[2, 480]"
39,0.0,0,[],0,[]
40,1.0,1,"[1185, 1056]",2,"[161, 32]"
41,0.0,0,[1187],1,[163]
42,1.0,1,"[1024, 1153]",2,"[0, 129]"
43,1.0,1,"[1024, 1153]",2,"[0, 129]"
44,1.0,1,"[1024, 1153]",2,"[0, 129]"
45,1.0,1,"[1024, 1153]",2,"[0, 129]"
46,0.0,0,[1024],1,[0]
47,1.5,2,"[1153, 1026, 1820, 1341]",4,"[129, 2, 796, 317]"
48,0.0,0,[1153],1,[129]
49,1.0,1,"[1058, 1348]",2,"[34, 324]"
50,1.0,1,"[1058, 1348]",2,"[34, 324]"
51,1.0,1,"[1058, 1348]",2,"[34, 324]"
52,0.0,0,[1058],1,[34]
53,1.5,2,"[1979, 1760, 1830, 1831]",4,"[955, 736, 806, 807]"
54,1.75,2,"[1052, 1735, 1320, 1751, 1274, 1179, 1181, 1086]",8,"[28, 711, 296, 727, 250, 155, 157, 62]"
55,0.0,0,[1058],1,[34]
56,2.55833333333,4,"[1058, 1348, 1773, 1430, 1629, 1470, 1475, 1477, 1382, 1551, 1104, 1336, 2047, 1795, 1991, 1682]",16,"[34, 324, 749, 406, 605, 446, 451, 453, 358, 527, 80, 312, 1023, 771, 967, 658]"
57,3.04032258065,4,"[1979, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1189, 1862, 1930, 1812, 1781, 1980, 1365, 1728, 1259, 1676, 1649, 1650, 1754, 1307, 1793, 1148, 1132, 1613, 1938, 1939, 1884, 1156, 1637, 1833]",32,"[955, 736, 806, 807, 847, 240, 721, 917, 165, 838, 906, 788, 757, 956, 341, 704, 235, 652, 625, 626, 730, 283, 769, 124, 108, 589, 914, 915, 860, 132, 613, 809]"
58,1.75,2,"[1052, 1735, 1320, 1751, 1274, 1179, 1181, 1086]",8,"[28, 711, 296, 727, 250, 155, 157, 62]"
59,1.5,2,"[1052, 1735, 1320, 1751]",4,"[28, 711, 296, 727]"
60,1.0,1,"[1026, 1504]",2,"[2, 480]"
61,0.0,0,[1058],1,[34]
62,1.75,2,"[1979, 1760, 1830, 1831, 1871, 1264, 1745, 1941]",8,"[955, 736, 806, 807, 847, 240, 721, 917]"
63,2.18181818182,3,"[1058, 1348, 1773, 1430, 1629, 1470, 1475, 1477, 1382, 1551, 1104]",11,"[34, 324, 749, 406, 605, 446, 451, 453, 358, 527, 80]"
64,0.0,0,[],0,[]
65,0.0,0,[],0,[]
66,3.60061443932,5,"[1268, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1955, 1478, 1383, 1385, 1290, 1683, 1500, 1252, 1733, 1929, 1587, 2004, 1562, 1563, 1350, 1549, 1390, 1456, 1105, 1107, 1693, 1351, 1934, 1199, 1041, 1266, 1493, 1982, 1792, 1313, 1225, 1968, 1299, 1270, 1239, 1601, 1442, 1418, 2001, 1429, 1431, 1080, 1603, 1284, 1578, 1579, 1749, 1945, 2020, 1737, 1933, 1752, 1847, 1528, 1822]",63,"[244, 232, 943, 466, 371, 373, 278, 959, 931, 454, 359, 361, 266, 659, 476, 228, 709, 905, 563, 980, 538, 539, 326, 525, 366, 432, 81, 83, 669, 327, 910, 175, 17, 242, 469, 958, 768, 289, 201, 944, 275, 246, 215, 577, 418, 394, 977, 405, 407, 56, 579, 260, 554, 555, 725, 921, 996, 713, 909, 728, 823, 504, 798]"
67,3.57296466974,5,"[1979, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1189, 1862, 1930, 1812, 1781, 1980, 1365, 1728, 1259, 1676, 1649, 1650, 1754, 1307, 1793, 1148, 1132, 1613, 1938, 1939, 1884, 1156, 1637, 1833, 2003, 1172, 1908, 1978, 1508, 1707, 1292, 1393, 1298, 1502, 1407, 1446, 1926, 1996, 1997, 1046, 1783, 1765, 1920, 1705, 1866, 1242, 1386, 1663, 1091, 1060, 1062, 1031, 1584, 1529, 1291]",63,"[955, 736, 806, 807, 847, 240, 721, 917, 165, 838, 906, 788, 757, 956, 341, 704, 235, 652, 625, 626, 730, 283, 769, 124, 108, 589, 914, 915, 860, 132, 613, 809, 979, 148, 884, 954, 484, 683, 268, 369, 274, 478, 383, 422, 902, 972, 973, 22, 759, 741, 896, 681, 842, 218, 362, 639, 67, 36, 38, 7, 560, 505, 267]"
68,0.0,0,[],0,[]
69,3.63640873016,5,"[1052, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1697, 1788, 1036, 2029, 1842, 1843, 1883, 2019, 1030, 1447, 1449, 1354, 1747, 1332, 1858, 1859, 1804, 1899, 1068, 1713, 2045, 1829, 1158, 1134, 1973, 1240, 1401, 1403, 1702, 1479, 1135, 1750, 1337, 1050, 1277, 1505, 1576, 1097, 1083, 1054, 1535, 1186, 1897, 1226, 1360, 1785, 1213, 1215, 1398, 1510, 1931, 1717, 1878, 1948, 1949, 1568]",64,"[28, 711, 296, 727, 250, 155, 157, 62, 673, 764, 12, 1005, 818, 819, 859, 995, 6, 423, 425, 330, 723, 308, 834, 835, 780, 875, 44, 689, 1021, 805, 134, 110, 949, 216, 377, 379, 678, 455, 111, 726, 313, 26, 253, 481, 552, 73, 59, 30, 511, 162, 873, 202, 336, 761, 189, 191, 374, 486, 907, 693, 854, 924, 925, 544]"
70,2.39166666667,4,"[1052, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1697, 1788, 1036, 2029, 1842, 1843, 1883, 2019]",16,"[28, 711, 296, 727, 250, 155, 157, 62, 673, 764, 12, 1005, 818, 819, 859, 995]"
71,0.0,0,[1052],1,[28]
72,2.39166666667,4,"[1058, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345]",16,"[34, 161, 163, 324, 749, 406, 605, 446, 32, 3, 748, 79, 245, 828, 349, 321]"
73,3.07459677419,4,"[1052, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1697, 1788, 1036, 2029, 1842, 1843, 1883, 2019, 1030, 1447, 1449, 1354, 1747, 1332, 1858, 1859, 1804, 1899, 1068, 1713, 2045, 1829, 1158, 1134]",32,"[28, 711, 296, 727, 250, 155, 157, 62, 673, 764, 12, 1005, 818, 819, 859, 995, 6, 423, 425, 330, 723, 308, 834, 835, 780, 875, 44, 689, 1021, 805, 134, 110]"
74,3.83134920635,6,"[1026, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1121, 1230, 1135, 1236, 1947, 1532, 1253, 1742, 1111, 1694, 1471, 1443, 1445, 2031, 1072, 1304, 2015, 1763, 1959, 1170, 1720, 1721, 1585, 1364, 1525, 1527, 1176, 1857, 1576, 1577, 2018, 1394, 1619, 1815, 1066, 1200, 1625, 1404, 1053, 1055, 1506, 1475, 1708, 1039, 1205, 1309, 2000, 1196, 1357, 1359, 2041, 1370, 1217, 1706, 1293, 1518]",64,"[2, 480, 131, 292, 717, 374, 573, 414, 97, 206, 111, 212, 923, 508, 229, 718, 87, 670, 447, 419, 421, 1007, 48, 280, 991, 739, 935, 146, 696, 697, 561, 340, 501, 503, 152, 833, 552, 553, 994, 370, 595, 791, 42, 176, 601, 380, 29, 31, 482, 451, 684, 15, 181, 285, 976, 172, 333, 335, 1017, 346, 193, 682, 269, 494]"
75,4.07494949495,7,"[1058, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345, 1285, 1774, 1143, 1726, 1503, 1477, 1382, 1551, 1104, 1336, 2047, 1795, 1991, 1682, 2033, 1202, 1753, 1729, 1034, 1617, 1396, 1045, 1047, 1208, 1889, 1608, 1609, 1538, 1426, 1651, 1769, 1098, 1232, 1657, 1436, 1085, 1087, 1090, 1771, 1294, 1300, 1084, 1410, 1412, 1125, 1614, 1495, 1566, 1343, 1858, 1552, 1719, 1472, 1674, 1261, 1486, 1882, 1147, 1664, 1097, 1840, 1171, 1140, 1142, 1111, 1632, 2006, 1799, 1800, 1265, 1768, 1289, 1944, 1275, 1244, 1246, 1215, 1216, 1218, 1932, 1263, 2012, 1533, 1282]",100,"[34, 161, 163, 324, 749, 406, 605, 446, 32, 3, 748, 79, 245, 828, 349, 321, 261, 750, 119, 702, 479, 453, 358, 527, 80, 312, 1023, 771, 967, 658, 1009, 178, 729, 705, 10, 593, 372, 21, 23, 184, 865, 584, 585, 514, 402, 627, 745, 74, 208, 633, 412, 61, 63, 66, 747, 270, 276, 60, 386, 388, 101, 590, 471, 542, 319, 834, 528, 695, 448, 650, 237, 462, 858, 123, 640, 73, 816, 147, 116, 118, 87, 608, 982, 775, 776, 241, 744, 265, 920, 251, 220, 222, 191, 192, 194, 908, 239, 988, 509, 258]"
76,2.28333333333,3,"[1024, 1052, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1697, 1788, 1036, 2029, 1842, 1843, 1883]",16,"[0, 28, 711, 296, 727, 250, 155, 157, 62, 673, 764, 12, 1005, 818, 819, 859]"
77,3.14314516129,4,"[1026, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1121, 1230, 1135, 1236, 1947, 1532, 1253, 1742, 1694, 1471, 1443, 1445, 2031, 1072, 1304, 2015, 1763, 1959, 1170, 1720, 1721, 1585, 1364, 1525]",32,"[2, 480, 131, 292, 717, 374, 573, 414, 97, 206, 111, 212, 923, 508, 229, 718, 670, 447, 419, 421, 1007, 48, 280, 991, 739, 935, 146, 696, 697, 561, 340, 501]"
78,0.0,0,[],0,[]
79,3.75942460317,5,"[1507, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1344, 1505, 1581, 1238, 1949, 1278, 1509, 1414, 1583, 1136, 1368, 1567, 1476, 1447, 2000, 1521, 1433, 1924, 1992, 2002, 1043, 1715, 1913, 1914, 1730, 1163, 2034, 1109, 1334, 1049, 1954, 1667, 1865, 1459, 1876, 1355, 1168, 1469, 1182, 1473, 1547, 1070, 1487, 1076, 1787, 1372, 1376, 1347, 1580, 1423, 1077, 1660, 1799, 1841, 1522, 1560]",64,"[483, 354, 356, 69, 558, 439, 1022, 287, 320, 481, 557, 214, 925, 254, 485, 390, 559, 112, 344, 543, 452, 423, 976, 497, 409, 900, 968, 978, 19, 691, 889, 890, 706, 139, 1010, 85, 310, 25, 930, 643, 841, 435, 852, 331, 144, 445, 158, 449, 523, 46, 463, 52, 763, 348, 352, 323, 556, 399, 53, 636, 775, 817, 498, 536]"
80,4.15171717172,6,"[1024, 1058, 1052, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345, 1285, 1774, 1143, 1726, 1503, 1475, 1477, 1382, 1551, 1104, 1336, 2047, 1795, 1991, 1682, 2033, 1202, 1753, 1729, 1034, 1617, 1396, 1045, 1047, 1208, 1889, 1608, 1609, 1538, 1426, 1651, 1769, 1098, 1232, 1657, 1436, 1085, 1087, 1697, 1788, 1036, 2029, 1842, 1843, 1883, 2019, 1030, 1447, 1449, 1354, 1747, 1332, 1858, 1859, 1804, 1899, 1068, 1713, 2045, 1829, 1158, 1134, 1973, 1240, 1401, 1403, 1702, 1479, 1135, 1750, 1337, 1050, 1277, 1505, 1576]",100,"[0, 34, 28, 161, 163, 324, 749, 406, 605, 446, 711, 296, 727, 250, 155, 157, 62, 32, 3, 748, 79, 245, 828, 349, 321, 261, 750, 119, 702, 479, 451, 453, 358, 527, 80, 312, 1023, 771, 967, 658, 1009, 178, 729, 705, 10, 593, 372, 21, 23, 184, 865, 584, 585, 514, 402, 627, 745, 74, 208, 633, 412, 61, 63, 673, 764, 12, 1005, 818, 819, 859, 995, 6, 423, 425, 330, 723, 308, 834, 835, 780, 875, 44, 689, 1021, 805, 134, 110, 949, 216, 377, 379, 678, 455, 111, 726, 313, 26, 253, 481, 552]"
81,2.55833333333,4,"[1153, 1026, 1507, 1237, 1820, 1341, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093]",16,"[129, 2, 483, 213, 796, 317, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69]"
82,3.30040322581,5,"[1402, 1531, 1404, 1957, 1286, 1589, 1368, 1180, 1542, 1319, 1487, 1177, 1117, 1376, 1575, 1160, 1114, 1533, 1258, 1995, 1679, 1936, 1937, 1721, 1882, 1985, 1413, 1415, 1064, 1585, 1568, 1865]",32,"[378, 507, 380, 933, 262, 565, 344, 156, 518, 295, 463, 153, 93, 352, 551, 136, 90, 509, 234, 971, 655, 912, 913, 697, 858, 961, 389, 391, 40, 561, 544, 841]"
83,3.85515873016,5,"[1153, 1026, 1507, 1237, 1820, 1341, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1736, 1257, 1912, 1243, 1212, 1214, 1183, 1121, 1230, 1135, 1236, 1947, 1532, 1253, 1742, 1111, 1694, 1471, 1443, 1445, 2031, 1072, 1304, 2015, 1763, 1959, 1170, 1720, 1721, 1697]",64,"[129, 2, 483, 213, 796, 317, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69, 558, 439, 1022, 287, 608, 41, 784, 115, 84, 86, 55, 576, 743, 744, 209, 882, 545, 950, 712, 233, 888, 219, 188, 190, 159, 97, 206, 111, 212, 923, 508, 229, 718, 87, 670, 447, 419, 421, 1007, 48, 280, 991, 739, 935, 146, 696, 697, 673]"
84,4.15171717172,6,"[1024, 1058, 1052, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345, 1285, 1774, 1143, 1726, 1503, 1475, 1477, 1382, 1551, 1104, 1336, 2047, 1795, 1991, 1682, 2033, 1202, 1753, 1729, 1034, 1617, 1396, 1045, 1047, 1208, 1889, 1608, 1609, 1538, 1426, 1651, 1769, 1098, 1232, 1657, 1436, 1085, 1087, 1697, 1788, 1036, 2029, 1842, 1843, 1883, 2019, 1030, 1447, 1449, 1354, 1747, 1332, 1858, 1859, 1804, 1899, 1068, 1713, 2045, 1829, 1158, 1134, 1973, 1240, 1401, 1403, 1702, 1479, 1135, 1750, 1337, 1050, 1277, 1505, 1576]",100,"[0, 34, 28, 161, 163, 324, 749, 406, 605, 446, 711, 296, 727, 250, 155, 157, 62, 32, 3, 748, 79, 245, 828, 349, 321, 261, 750, 119, 702, 479, 451, 453, 358, 527, 80, 312, 1023, 771, 967, 658, 1009, 178, 729, 705, 10, 593, 372, 21, 23, 184, 865, 584, 585, 514, 402, 627, 745, 74, 208, 633, 412, 61, 63, 673, 764, 12, 1005, 818, 819, 859, 995, 6, 423, 425, 330, 723, 308, 834, 835, 780, 875, 44, 689, 1021, 805, 134, 110, 949, 216, 377, 379, 678, 455, 111, 726, 313, 26, 253, 481, 552]"
85,2.55833333333,4,"[1153, 1026, 1507, 1237, 1820, 1341, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093]",16,"[129, 2, 483, 213, 796, 317, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69]"
86,2.525,4,"[1402, 1531, 1404, 1957, 1286, 1589, 1368, 1180, 1542, 1319, 1487, 1177, 1117, 1376, 1575, 1160]",16,"[378, 507, 380, 933, 262, 565, 344, 156, 518, 295, 463, 153, 93, 352, 551, 136]"
87,2.58333333333,4,"[1363, 1461, 1902, 1521, 1234, 1236, 1950, 1856, 1377, 1289, 1334, 1303, 1315, 1732, 1800, 1810]",16,"[339, 437, 878, 497, 210, 212, 926, 832, 353, 265, 310, 279, 291, 708, 776, 786]"
88,1.5,2,"[1024, 1153, 1058, 1052]",4,"[0, 129, 34, 28]"
89,1.75,2,"[1026, 1504, 1155, 1316, 1741, 1398, 1597, 1438]",8,"[2, 480, 131, 292, 717, 374, 573, 414]"
90,0.0,0,[1507],1,[483]
91,2.14545454545,3,"[1237, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1061, 1734, 1802]",11,"[213, 608, 41, 784, 115, 84, 86, 55, 37, 710, 778]"
92,2.14545454545,3,"[1820, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1029, 1702, 1770]",11,"[796, 576, 743, 744, 209, 882, 545, 950, 5, 678, 746]"
93,2.14545454545,3,"[1026, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1121, 1230, 1135]",11,"[2, 480, 131, 292, 717, 374, 573, 414, 97, 206, 111]"
94,1.75,2,"[1739, 2017, 1701, 1296, 1590, 1591, 2032, 1631]",8,"[715, 993, 677, 272, 566, 567, 1008, 607]"
95,1.5,2,"[1262, 1961, 1228, 1389]",4,"[238, 937, 204, 365]"
96,0.0,0,[],0,[]
97,2.23076923077,3,"[1268, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1955, 1478, 1383, 1385, 1290]",13,"[244, 232, 943, 466, 371, 373, 278, 959, 931, 454, 359, 361, 266]"
98,2.39166666667,4,"[1268, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1955, 1478, 1383, 1385, 1290, 1683, 1500, 1252]",16,"[244, 232, 943, 466, 371, 373, 278, 959, 931, 454, 359, 361, 266, 659, 476, 228]"
99,2.6081871345,4,"[1268, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1955, 1478, 1383, 1385, 1290, 1683, 1500, 1252, 1733, 1929, 1587]",19,"[244, 232, 943, 466, 371, 373, 278, 959, 931, 454, 359, 361, 266, 659, 476, 228, 709, 905, 563]"
100,1.33333333333,2,"[1268, 1256, 1967]",3,"[244, 232, 943]"
101,0.0,0,[],0,[]
102,1.75,2,"[1268, 1256, 1967, 1490, 1395, 1397, 1302, 1983]",8,"[244, 232, 943, 466, 371, 373, 278, 959]"
103,1.75,2,"[1507, 1378, 1380, 1093, 1582, 1463, 2046, 1311]",8,"[483, 354, 356, 69, 558, 439, 1022, 287]"
104,2.61666666667,4,"[1024, 1153, 1058, 1268, 1052, 1507, 1740, 1071, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470]",16,"[0, 129, 34, 244, 28, 483, 716, 47, 317, 161, 163, 324, 749, 406, 605, 446]"
105,2.60833333333,4,"[1024, 1153, 1058, 1739, 1268, 1052, 1507, 1740, 1071, 1341, 1185, 1187, 1348, 1773, 1430, 1629]",16,"[0, 129, 34, 715, 244, 28, 483, 716, 47, 317, 161, 163, 324, 749, 406, 605]"
106,2.60833333333,4,"[1024, 1153, 1058, 1739, 1268, 1052, 1507, 1740, 1071, 1341, 1185, 1187, 1348, 1773, 1430, 1629]",16,"[0, 129, 34, 715, 244, 28, 483, 716, 47, 317, 161, 163, 324, 749, 406, 605]"
107,0.0,0,[1470],1,[446]
108,0.0,0,[1153],1,[129]
109,0.0,0,[1024],1,[0]
